2단계　,,3단계　,,4단계　,,등급
소화기,J,혈변/흑색변,J,경증 호흡곤란,AJ,3
소화기,J,혈변/흑색변,J,정상 범위 밖의 활력징후,AK,3
소화기,J,혈변/흑색변,J,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
소화기,J,혈변/흑색변,J,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
소화기,J,혈변/흑색변,J,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
소화기,J,혈변/흑색변,J,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
소화기,J,혈변/흑색변,J,출혈성 질환(중등도나 경증의 출혈),BB,3
소화기,J,혈변/흑색변,J,많은양의 흑색변 또는 직장출혈,CA,2
소화기,J,혈변/흑색변,J,중등도 양의 흑색변 또는 직장출혈,CB,3
소화기,J,혈변/흑색변,J,적은양의 직장출혈,CC,4
소화기,J,황달,K,중등도 호흡곤란,AA,2
소화기,J,황달,K,혈역학적 장애,AB,2
소화기,J,황달,K,의식변화(GCS 9-13),AC,2
소화기,J,황달,K,"열,면역억제 상태",AD,2
소화기,J,황달,K,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
소화기,J,황달,K,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
소화기,J,황달,K,경증 호흡곤란,AG,3
소화기,J,황달,K,정상 범위 밖의 활력징후,AH,3
소화기,J,황달,K,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
소화기,J,황달,K,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
소화기,J,황달,K,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
소화기,J,황달,K,급성 중증 통증(8-10),BA,2
소화기,J,황달,K,급성 중등도 통증(4-7),BB,3
소화기,J,황달,K,만성 중증 통증(8-10),BC,3
소화기,J,황달,K,급성 경증 통증(<4),BD,4
소화기,J,황달,K,만성 중등도 통증(4-7),BE,4
소화기,J,황달,K,만성 경증 통증(<4),BF,5
소화기,J,황달,K,"황달, 건강해보임",CA,5
소화기,J,딸꾹질,L,"열,면역억제 상태",AA,2
소화기,J,딸꾹질,L,"<3 개월, T<36℃ 또는  ≥38℃",AB,2
소화기,J,딸꾹질,L,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AC,2
소화기,J,딸꾹질,L,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AD,3
소화기,J,딸꾹질,L,">36 개월, T≥38℃, 그리고  아파 보임",AE,3
소화기,J,딸꾹질,L,">36 개월, T≥38℃, 그리고  건강해 보임",AF,4
소화기,J,딸꾹질,L,급성 중증 통증(8-10),BA,2
소화기,J,딸꾹질,L,급성 중등도 통증(4-7),BB,3
소화기,J,딸꾹질,L,급성 경증 통증(<4),BC,4
소화기,J,딸꾹질,L,"딸국질, 만성, 힘들어 보이지 않음",CA,4
소화기,J,복부종괴/팽만,M,중증 호흡곤란,AA,1
소화기,J,복부종괴/팽만,M,쇼크,AB,1
소화기,J,복부종괴/팽만,M,무의식(GCS 3-8),AC,1
소화기,J,복부종괴/팽만,M,중등도 호흡곤란,AD,2
소화기,J,복부종괴/팽만,M,혈역학적 장애,AE,2
소화기,J,복부종괴/팽만,M,의식변화(GCS 9-13),AF,2
소화기,J,복부종괴/팽만,M,"열,면역억제 상태",AG,2
소화기,J,복부종괴/팽만,M,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
소화기,J,복부종괴/팽만,M,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
소화기,J,복부종괴/팽만,M,경증 호흡곤란,AJ,3
소화기,J,복부종괴/팽만,M,정상 범위 밖의 활력징후,AK,3
소화기,J,복부종괴/팽만,M,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
소화기,J,복부종괴/팽만,M,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
소화기,J,복부종괴/팽만,M,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
소화기,J,복부종괴/팽만,M,급성 중증 통증(8-10),BA,2
소화기,J,복부종괴/팽만,M,급성 중등도 통증(4-7),BB,3
소화기,J,복부종괴/팽만,M,만성 중증 통증(8-10),BC,3
소화기,J,복부종괴/팽만,M,급성 경증 통증(<4),BD,4
소화기,J,복부종괴/팽만,M,만성 중등도 통증(4-7),BE,4
소화기,J,복부종괴/팽만,M,만성 경증 통증(<4),BF,5
소화기,J,복부종괴/팽만,M,지속적인 구토,CA,3
소화기,J,복부종괴/팽만,M,"만성 복부 종괴/팽만, 건강해 보임",CB,5
소화기,J,항문/직장외상,N,중등도 호흡곤란,AA,2
소화기,J,항문/직장외상,N,혈역학적 장애,AB,2
소화기,J,항문/직장외상,N,의식변화(GCS 9-13),AC,2
소화기,J,항문/직장외상,N,"열,면역억제 상태",AD,2
소화기,J,항문/직장외상,N,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
소화기,J,항문/직장외상,N,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
소화기,J,항문/직장외상,N,경증 호흡곤란,AG,3
소화기,J,항문/직장외상,N,정상 범위 밖의 활력징후,AH,3
소화기,J,항문/직장외상,N,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
소화기,J,항문/직장외상,N,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
소화기,J,항문/직장외상,N,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
소화기,J,항문/직장외상,N,급성 중증 통증(8-10),BA,2
소화기,J,항문/직장외상,N,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
소화기,J,항문/직장외상,N,급성 중등도 통증(4-7),BC,3
소화기,J,항문/직장외상,N,출혈성 질환(중등도나 경증의 출혈),BD,3
소화기,J,항문/직장외상,N,급성 경증 통증(<4),BE,4
소화기,J,항문/직장외상,N,항문/직장 외상,CA,5
소화기,J,구강/식도 이물질,O,중증 호흡곤란,AA,1
소화기,J,구강/식도 이물질,O,쇼크,AB,1
소화기,J,구강/식도 이물질,O,무의식(GCS 3-8),AC,1
소화기,J,구강/식도 이물질,O,중등도 호흡곤란,AD,2
소화기,J,구강/식도 이물질,O,혈역학적 장애,AE,2
소화기,J,구강/식도 이물질,O,의식변화(GCS 9-13),AF,2
소화기,J,구강/식도 이물질,O,"열,면역억제 상태",AG,2
소화기,J,구강/식도 이물질,O,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
소화기,J,구강/식도 이물질,O,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
소화기,J,구강/식도 이물질,O,경증 호흡곤란,AJ,3
소화기,J,구강/식도 이물질,O,정상 범위 밖의 활력징후,AK,3
소화기,J,구강/식도 이물질,O,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
소화기,J,구강/식도 이물질,O,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
소화기,J,구강/식도 이물질,O,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
소화기,J,구강/식도 이물질,O,급성 중증 통증(8-10),BA,2
소화기,J,구강/식도 이물질,O,급성 중등도 통증(4-7),BB,3
소화기,J,구강/식도 이물질,O,급성 경증 통증(<4),BC,4
소화기,J,구강/식도 이물질,O,침흘림 또는 협착음,CA,2
소화기,J,구강/식도 이물질,O,목쉰소리와 언어장애,CB,2
소화기,J,구강/식도 이물질,O,지속적인 구토,CC,3
소화기,J,구강/식도 이물질,O,연하곤란이나 호흡곤란 없음,CD,4
소화기,J,신생아 연하곤란,P,중증 호흡곤란,AA,1
소화기,J,신생아 연하곤란,P,쇼크,AB,1
소화기,J,신생아 연하곤란,P,무의식(GCS 3-8),AC,1
소화기,J,신생아 연하곤란,P,중등도 호흡곤란,AD,2
소화기,J,신생아 연하곤란,P,혈역학적 장애,AE,2
소화기,J,신생아 연하곤란,P,의식변화(GCS 9-13),AF,2
소화기,J,신생아 연하곤란,P,"열,면역억제 상태",AG,2
소화기,J,신생아 연하곤란,P,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
소화기,J,신생아 연하곤란,P,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
소화기,J,신생아 연하곤란,P,경증 호흡곤란,AJ,3
소화기,J,신생아 연하곤란,P,정상 범위 밖의 활력징후,AK,3
소화기,J,신생아 연하곤란,P,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
소화기,J,신생아 연하곤란,P,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
소화기,J,신생아 연하곤란,P,구강 섭취 거부,CA,2
소화기,J,신생아 연하곤란,P,감소된 구강섭취,CB,3
소화기,J,신생아 황달,Q,중증 호흡곤란,AA,1
소화기,J,신생아 황달,Q,쇼크,AB,1
소화기,J,신생아 황달,Q,무의식(GCS 3-8),AC,1
소화기,J,신생아 황달,Q,중등도 호흡곤란,AD,2
소화기,J,신생아 황달,Q,혈역학적 장애,AE,2
소화기,J,신생아 황달,Q,의식변화(GCS 9-13),AF,2
소화기,J,신생아 황달,Q,"열,면역억제 상태",AG,2
소화기,J,신생아 황달,Q,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
소화기,J,신생아 황달,Q,영아≤7일,CA,2
소화기,J,신생아 황달,Q,영아 > 7일,CB,3
산부인과,K,생리문제,A,중증 호흡곤란,AA,1
산부인과,K,생리문제,A,쇼크,AB,1
산부인과,K,생리문제,A,무의식(GCS 3-8),AC,1
산부인과,K,생리문제,A,중등도 호흡곤란,AD,2
산부인과,K,생리문제,A,혈역학적 장애,AE,2
산부인과,K,생리문제,A,의식변화(GCS 9-13),AF,2
산부인과,K,생리문제,A,"열,면역억제 상태",AG,2
산부인과,K,생리문제,A,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
산부인과,K,생리문제,A,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
산부인과,K,생리문제,A,경증 호흡곤란,AJ,3
산부인과,K,생리문제,A,정상 범위 밖의 활력징후,AK,3
산부인과,K,생리문제,A,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
산부인과,K,생리문제,A,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
산부인과,K,생리문제,A,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
산부인과,K,생리문제,A,급성 중증 통증(8-10),BA,2
산부인과,K,생리문제,A,급성 중등도 통증(4-7),BB,3
산부인과,K,생리문제,A,급성 경증 통증(<4),BC,4
산부인과,K,생리문제,A,생리문제,CA,4
산부인과,K,질내 이물질,B,중증 호흡곤란,AA,1
산부인과,K,질내 이물질,B,쇼크,AB,1
산부인과,K,질내 이물질,B,무의식(GCS 3-8),AC,1
산부인과,K,질내 이물질,B,중등도 호흡곤란,AD,2
산부인과,K,질내 이물질,B,혈역학적 장애,AE,2
산부인과,K,질내 이물질,B,의식변화(GCS 9-13),AF,2
산부인과,K,질내 이물질,B,"열,면역억제 상태",AG,2
산부인과,K,질내 이물질,B,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
산부인과,K,질내 이물질,B,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
산부인과,K,질내 이물질,B,경증 호흡곤란,AJ,3
산부인과,K,질내 이물질,B,정상 범위 밖의 활력징후,AK,3
산부인과,K,질내 이물질,B,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
산부인과,K,질내 이물질,B,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
산부인과,K,질내 이물질,B,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
산부인과,K,질내 이물질,B,급성 중증 통증(8-10),BA,2
산부인과,K,질내 이물질,B,급성 중등도 통증(4-7),BB,3
산부인과,K,질내 이물질,B,급성 경증 통증(<4),BC,4
산부인과,K,질내 이물질,B,질내 이물질,CA,5
산부인과,K,질 분비물,C,중등도 호흡곤란,AA,2
산부인과,K,질 분비물,C,혈역학적 장애,AB,2
산부인과,K,질 분비물,C,의식변화(GCS 9-13),AC,2
산부인과,K,질 분비물,C,"열,면역억제 상태",AD,2
산부인과,K,질 분비물,C,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
산부인과,K,질 분비물,C,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
산부인과,K,질 분비물,C,경증 호흡곤란,AG,3
산부인과,K,질 분비물,C,정상 범위 밖의 활력징후,AH,3
산부인과,K,질 분비물,C,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
산부인과,K,질 분비물,C,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
산부인과,K,질 분비물,C,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
산부인과,K,질 분비물,C,급성 중증 통증(8-10),BA,2
산부인과,K,질 분비물,C,급성 중등도 통증(4-7),BB,3
산부인과,K,질 분비물,C,급성 경증 통증(<4),BC,4
산부인과,K,질 분비물,C,경증인 경우,CA,5
산부인과,K,질통증/가려움,D,급성 중증 통증(8-10),BA,2
산부인과,K,질통증/가려움,D,급성 중등도 통증(4-7),BB,3
산부인과,K,질통증/가려움,D,급성 경증 통증(<4),BC,4
산부인과,K,질통증/가려움,D,"질 통증, 가려움",CA,4
산부인과,K,질출혈,E,중증 호흡곤란,AA,1
산부인과,K,질출혈,E,쇼크,AB,1
산부인과,K,질출혈,E,무의식(GCS 3-8),AC,1
산부인과,K,질출혈,E,중등도 호흡곤란,AD,2
산부인과,K,질출혈,E,혈역학적 장애,AE,2
산부인과,K,질출혈,E,의식변화(GCS 9-13),AF,2
산부인과,K,질출혈,E,"열,면역억제 상태",AG,2
산부인과,K,질출혈,E,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
산부인과,K,질출혈,E,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
산부인과,K,질출혈,E,경증 호흡곤란,AJ,3
산부인과,K,질출혈,E,정상 범위 밖의 활력징후,AK,3
산부인과,K,질출혈,E,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
산부인과,K,질출혈,E,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
산부인과,K,질출혈,E,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
산부인과,K,질출혈,E,급성 중증 통증(8-10),BA,2
산부인과,K,질출혈,E,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
산부인과,K,질출혈,E,급성 중등도 통증(4-7),BC,3
산부인과,K,질출혈,E,출혈성 질환(중등도나 경증의 출혈),BD,3
산부인과,K,질출혈,E,급성 경증 통증(<4),BE,4
산부인과,K,질출혈,E,임신과 관련된 다량의 질출혈,CA,1
산부인과,K,질출혈,E,임신과 관련없는 다량의 질출혈,CB,2
산부인과,K,질출혈,E,질출혈(정상활력징후),CC,3
산부인과,K,질출혈,E,질출혈(경증/점상출혈),CD,4
산부인과,K,음순부종,F,중등도 호흡곤란,AA,2
산부인과,K,음순부종,F,혈역학적 장애,AB,2
산부인과,K,음순부종,F,의식변화(GCS 9-13),AC,2
산부인과,K,음순부종,F,"열,면역억제 상태",AD,2
산부인과,K,음순부종,F,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
산부인과,K,음순부종,F,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
산부인과,K,음순부종,F,경증 호흡곤란,AG,3
산부인과,K,음순부종,F,정상 범위 밖의 활력징후,AH,3
산부인과,K,음순부종,F,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
산부인과,K,음순부종,F,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
산부인과,K,음순부종,F,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
산부인과,K,음순부종,F,급성 중증 통증(8-10),BA,2
산부인과,K,음순부종,F,급성 중등도 통증(4-7),BB,3
산부인과,K,음순부종,F,급성 경증 통증(<4),BC,4
산부인과,K,음순부종,F,음순부종,CA,5
산부인과,K,20주 미만의 임신,G,중증 호흡곤란,AA,1
산부인과,K,20주 미만의 임신,G,쇼크,AB,1
산부인과,K,20주 미만의 임신,G,무의식(GCS 3-8),AC,1
산부인과,K,20주 미만의 임신,G,중등도 호흡곤란,AD,2
산부인과,K,20주 미만의 임신,G,혈역학적 장애,AE,2
산부인과,K,20주 미만의 임신,G,의식변화(GCS 9-13),AF,2
산부인과,K,20주 미만의 임신,G,"열,면역억제 상태",AG,2
산부인과,K,20주 미만의 임신,G,경증 호흡곤란,AH,3
산부인과,K,20주 미만의 임신,G,정상 범위 밖의 활력징후,AI,3
산부인과,K,20주 미만의 임신,G,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
산부인과,K,20주 미만의 임신,G,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
산부인과,K,20주 미만의 임신,G,급성 중증 통증(8-10),BA,2
산부인과,K,20주 미만의 임신,G,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
산부인과,K,20주 미만의 임신,G,고위험성 사고기전,BC,2
산부인과,K,20주 미만의 임신,G,급성 중등도 통증(4-7),BD,3
산부인과,K,20주 미만의 임신,G,출혈성 질환(중등도나 경증의 출혈),BE,3
산부인과,K,20주 미만의 임신,G,급성 경증 통증(<4),BF,4
산부인과,K,20주 미만의 임신,G,임신과 관련되거나 다른 원인으로 인한  다량의 질출혈,CA,2
산부인과,K,20주 미만의 임신,G,질출혈(활력징후 정상),CB,3
산부인과,K,20주 미만의 임신,G,질출혈 (경증/점상출혈),CC,4
산부인과,K,20주 미만의 임신,G,임신주수<20주,CD,4
산부인과,K,20주 이상의 임신,H,중증호흡곤란,AA,1
산부인과,K,20주 이상의 임신,H,쇼크,AB,1
산부인과,K,20주 이상의 임신,H,무의식(GCS 3-8),AC,1
산부인과,K,20주 이상의 임신,H,중등도 호흡곤란,AD,2
산부인과,K,20주 이상의 임신,H,혈역학적 장애,AE,2
산부인과,K,20주 이상의 임신,H,의식변화(GCS 9-13),AF,2
산부인과,K,20주 이상의 임신,H,"열,면역억제 상태",AG,2
산부인과,K,20주 이상의 임신,H,경증 호흡곤란,AH,3
산부인과,K,20주 이상의 임신,H,정상 범위 밖의 활력징후,AI,3
산부인과,K,20주 이상의 임신,H,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
산부인과,K,20주 이상의 임신,H,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
산부인과,K,20주 이상의 임신,H,급성 중증 통증(8-10),BA,2
산부인과,K,20주 이상의 임신,H,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
산부인과,K,20주 이상의 임신,H,고위험성 사고기전,BC,2
산부인과,K,20주 이상의 임신,H,급성 중등도 통증(4-7),BD,3
산부인과,K,20주 이상의 임신,H,출혈성 질환(중등도나 경증의 출혈),BE,3
산부인과,K,20주 이상의 임신,H,급성 경증 통증(<4),BF,4
산부인과,K,20주 이상의 임신,H,태아의 일부분이 보이거나 탯줄 탈출,CA,1
산부인과,K,20주 이상의 임신,H,임신말기의 질출혈,CB,1
산부인과,K,20주 이상의 임신,H,분만(자궁수축<2분),CC,2
산부인과,K,20주 이상의 임신,H,"임신주수>20주,  태동없음/태아심음의 소실",CD,2
산부인과,K,20주 이상의 임신,H,"임신주수>20주, 두통± 부종±  출혈성 질환± 통증±고혈압",CE,2
산부인과,K,20주 이상의 임신,H,출산직후,CF,2
산부인과,K,20주 이상의 임신,H,분만(자궁수축>2분),CG,3
산부인과,K,20주 이상의 임신,H,"임신주수>20주, 양수 누출  가능성",CH,3
산부인과,K,20주 이상의 임신,H,임신주수>20주,CI,4
산부인과,K,성폭행,I,중증 호흡곤란,AA,1
산부인과,K,성폭행,I,쇼크,AB,1
산부인과,K,성폭행,I,무의식(GCS 3-8),AC,1
산부인과,K,성폭행,I,중등도 호흡곤란,AD,2
산부인과,K,성폭행,I,혈역학적 장애,AE,2
산부인과,K,성폭행,I,의식변화(GCS 9-13),AF,2
산부인과,K,성폭행,I,"열,면역억제 상태",AG,2
산부인과,K,성폭행,I,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
산부인과,K,성폭행,I,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
산부인과,K,성폭행,I,경증 호흡곤란,AJ,3
산부인과,K,성폭행,I,정상 범위 밖의 활력징후,AK,3
산부인과,K,성폭행,I,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
산부인과,K,성폭행,I,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
산부인과,K,성폭행,I,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
산부인과,K,성폭행,I,급성 중증 통증(8-10),BA,2
산부인과,K,성폭행,I,급성 중등도 통증(4-7),BB,3
산부인과,K,성폭행,I,급성 경증 통증(<4),BC,4
산부인과,K,성폭행,I,<2시간,CA,2
산부인과,K,성폭행,I,≥ 2시간 또는 <12시간,CB,3
산부인과,K,성폭행,I,"≥ 12시간, 손상없음",CC,4
비뇨기과,L,옆구리 통증,A,중증 호흡곤란,AA,1
비뇨기과,L,옆구리 통증,A,쇼크,AB,1
비뇨기과,L,옆구리 통증,A,무의식(GCS 3-8),AC,1
비뇨기과,L,옆구리 통증,A,중등도 호흡곤란,AD,2
비뇨기과,L,옆구리 통증,A,혈역학적 장애,AE,2
비뇨기과,L,옆구리 통증,A,의식변화(GCS 9-13),AF,2
비뇨기과,L,옆구리 통증,A,"열,면역억제 상태",AG,2
비뇨기과,L,옆구리 통증,A,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
비뇨기과,L,옆구리 통증,A,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
비뇨기과,L,옆구리 통증,A,경증 호흡곤란,AJ,3
비뇨기과,L,옆구리 통증,A,정상 범위 밖의 활력징후,AK,3
비뇨기과,L,옆구리 통증,A,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
비뇨기과,L,옆구리 통증,A,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
비뇨기과,L,옆구리 통증,A,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
비뇨기과,L,옆구리 통증,A,급성 중증 통증(8-10),BA,2
비뇨기과,L,옆구리 통증,A,급성 중등도 통증(4-7),BB,3
비뇨기과,L,옆구리 통증,A,만성 중증 통증(8-10),BC,3
비뇨기과,L,옆구리 통증,A,급성 경증 통증(<4),BD,4
비뇨기과,L,옆구리 통증,A,만성 중등도 통증(4-7),BE,4
비뇨기과,L,옆구리 통증,A,만성 경증 통증(<4),BF,5
비뇨기과,L,혈뇨,B,중증 호흡곤란,AA,1
비뇨기과,L,혈뇨,B,쇼크,AB,1
비뇨기과,L,혈뇨,B,무의식(GCS 3-8),AC,1
비뇨기과,L,혈뇨,B,중등도 호흡곤란,AD,2
비뇨기과,L,혈뇨,B,혈역학적 장애,AE,2
비뇨기과,L,혈뇨,B,의식변화(GCS 9-13),AF,2
비뇨기과,L,혈뇨,B,"열,면역억제 상태",AG,2
비뇨기과,L,혈뇨,B,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
비뇨기과,L,혈뇨,B,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
비뇨기과,L,혈뇨,B,경증 호흡곤란,AJ,3
비뇨기과,L,혈뇨,B,정상 범위 밖의 활력징후,AK,3
비뇨기과,L,혈뇨,B,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
비뇨기과,L,혈뇨,B,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
비뇨기과,L,혈뇨,B,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
비뇨기과,L,혈뇨,B,급성 중증 통증(8-10),BA,2
비뇨기과,L,혈뇨,B,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
비뇨기과,L,혈뇨,B,급성 중등도 통증(4-7),BC,3
비뇨기과,L,혈뇨,B,만성 중증 통증(8-10),BD,3
비뇨기과,L,혈뇨,B,출혈성 질환(중등도나 경증의 출혈),BE,3
비뇨기과,L,혈뇨,B,급성 경증 통증(<4),BF,4
비뇨기과,L,혈뇨,B,만성 중등도 통증(4-7),BG,4
비뇨기과,L,혈뇨,B,만성 경증 통증(<4),BH,5
비뇨기과,L,생식기의 분비물/환부,C,경증 호흡곤란,AA,3
비뇨기과,L,생식기의 분비물/환부,C,정상 범위 밖의 활력징후,AB,3
비뇨기과,L,생식기의 분비물/환부,C,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AC,3
비뇨기과,L,생식기의 분비물/환부,C,">36 개월, T≥38℃, 그리고  아파 보임",AD,3
비뇨기과,L,생식기의 분비물/환부,C,">36 개월, T≥38℃, 그리고  건강해 보임",AE,4
비뇨기과,L,생식기의 분비물/환부,C,급성 중증 통증(8-10),BA,2
비뇨기과,L,생식기의 분비물/환부,C,급성 중등도 통증(4-7),BB,3
비뇨기과,L,생식기의 분비물/환부,C,만성 중증 통증(8-10),BC,3
비뇨기과,L,생식기의 분비물/환부,C,급성 경증 통증(<4),BD,4
비뇨기과,L,생식기의 분비물/환부,C,만성 중등도 통증(4-7),BE,4
비뇨기과,L,생식기의 분비물/환부,C,만성 경증 통증(<4),BF,5
비뇨기과,L,생식기의 분비물/환부,C,생식기의 분비물/피부병변,CA,5
비뇨기과,L,음경부종,D,중등도 호흡곤란,AA,2
비뇨기과,L,음경부종,D,혈역학적 장애,AB,2
비뇨기과,L,음경부종,D,의식변화(GCS 9-13),AC,2
비뇨기과,L,음경부종,D,"열,면역억제 상태",AD,2
비뇨기과,L,음경부종,D,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
비뇨기과,L,음경부종,D,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
비뇨기과,L,음경부종,D,경증 호흡곤란,AG,3
비뇨기과,L,음경부종,D,정상 범위 밖의 활력징후,AH,3
비뇨기과,L,음경부종,D,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
비뇨기과,L,음경부종,D,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
비뇨기과,L,음경부종,D,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
비뇨기과,L,음경부종,D,급성 중증 통증(8-10),BA,2
비뇨기과,L,음경부종,D,급성 중등도 통증(4-7),BB,3
비뇨기과,L,음경부종,D,만성 중증 통증(8-10),BC,3
비뇨기과,L,음경부종,D,급성 경증 통증(<4),BD,4
비뇨기과,L,음경부종,D,만성 중등도 통증(4-7),BE,4
비뇨기과,L,음경부종,D,만성 경증 통증(<4),BF,5
비뇨기과,L,음경부종,D,지속발기증,CA,2
비뇨기과,L,음경부종,D,"감돈포경(안으로 말린 음경꺼풀,  정복되지 않음)",CB,2
비뇨기과,L,음경부종,D,"음경 부종, 만성 경증  통증(<4)",CC,5
비뇨기과,L,고환통증/부종,E,중등도 호흡곤란,AA,2
비뇨기과,L,고환통증/부종,E,혈역학적 장애,AB,2
비뇨기과,L,고환통증/부종,E,의식변화(GCS 9-13),AC,2
비뇨기과,L,고환통증/부종,E,"열,면역억제 상태",AD,2
비뇨기과,L,고환통증/부종,E,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
비뇨기과,L,고환통증/부종,E,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
비뇨기과,L,고환통증/부종,E,경증 호흡곤란,AG,3
비뇨기과,L,고환통증/부종,E,정상 범위 밖의 활력징후,AH,3
비뇨기과,L,고환통증/부종,E,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
비뇨기과,L,고환통증/부종,E,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
